Reporting Economy,Partner Economy,PSI Reporting Economy,PSI Partner Economy,Year,Value
Nigeria,Hong Kong,-2.09752702713013,0.776628255844116,2018,330416.2470755
Nigeria,India,-2.09752702713013,-0.997706770896912,2018,7812493.592889
Nigeria,Israel,-2.09752702713013,-0.918100237846375,2018,11932.3780213
Nigeria,Japan,-2.09752702713013,1.03756272792816,2018,58139.7008307
Nigeria,Kyrgyzstan,-2.09752702713013,-0.529712080955505,2018,18063.1606989
Nigeria,Laos,-2.09752702713013,0.407969743013382,2018,891.0196323
Nigeria,Malaysia,-2.09752702713013,0.248113676905632,2018,185951.3541226
Nigeria,Mauritania,-2.09752702713013,-0.632382810115814,2018,4567.5567707
Nigeria,Mexico,-2.09752702713013,-0.673847019672394,2018,400.790705
Nigeria,Norway,-2.09752702713013,1.12084853649139,2018,193663.8044159
Nigeria,Qatar,-2.09752702713013,0.649448752403259,2018,1111.3720168
Nigeria,Saudi Arabia,-2.09752702713013,-0.660987615585327,2018,872357.3578425
Nigeria,Singapore,-2.09752702713013,1.46825659275055,2018,4883756.0071792
Nigeria,South Africa,-2.09752702713013,-0.237546816468239,2018,21221767.3595632
Nigeria,South Korea,-2.09752702713013,0.638123750686646,2018,1552783.5528702
Nigeria,Switzerland,-2.09752702713013,1.3194819688797,2018,308286.7544061
Nigeria,Taiwan,-2.09752702713013,0.842051267623901,2018,38842.6873986
Nigeria,Tanzania,-2.09752702713013,-0.580475687980652,2018,1913.9932431
Nigeria,Thailand,-2.09752702713013,-0.799416124820709,2018,90990.9369189
Nigeria,Turkey,-2.09752702713013,-1.31519985198975,2018,316109.44855739997
Nigeria,United Arab Emirates,-2.09752702713013,0.689255595207214,2018,440942.6175976
Nigeria,United States,-2.09752702713013,0.38623908162117,2018,1101017.8015385
North Macedonia,Argentina,-0.211905926465988,0.0069098123349249,2018,520.2190712
North Macedonia,China,-0.211905926465988,-0.298572480678558,2018,9824995.6264215
North Macedonia,Costa Rica,-0.211905926465988,0.453386008739471,2018,652.7996723
North Macedonia,European Union,-0.211905926465988,0.6637275411407308,2018,33854586.25146299
North Macedonia,Hong Kong,-0.211905926465988,0.776628255844116,2018,34465.952562599996
North Macedonia,India,-0.211905926465988,-0.997706770896912,2018,259.5590537
North Macedonia,Indonesia,-0.211905926465988,-0.552034020423889,2018,331890.0549951
North Macedonia,Israel,-0.211905926465988,-0.918100237846375,2018,11160.9314839
North Macedonia,Japan,-0.211905926465988,1.03756272792816,2018,3934502.1042366996
North Macedonia,Malaysia,-0.211905926465988,0.248113676905632,2018,4811671.6936623
North Macedonia,Mali,-0.211905926465988,-2.0845730304718,2018,163.3209327
North Macedonia,Mexico,-0.211905926465988,-0.673847019672394,2018,2125.4033174
North Macedonia,Morocco,-0.211905926465988,-0.3484927713871,2018,29847.2845013
North Macedonia,Philippines,-0.211905926465988,-1.09620380401611,2018,1142768.5693348
North Macedonia,Qatar,-0.211905926465988,0.649448752403259,2018,115.8733662
North Macedonia,Singapore,-0.211905926465988,1.46825659275055,2018,4546348.3449179
North Macedonia,South Korea,-0.211905926465988,0.638123750686646,2018,573997.4334326
North Macedonia,Switzerland,-0.211905926465988,1.3194819688797,2018,7616.720852500001
North Macedonia,Taiwan,-0.211905926465988,0.842051267623901,2018,1510606.6054584999
North Macedonia,Thailand,-0.211905926465988,-0.799416124820709,2018,247870.8542577
North Macedonia,Turkey,-0.211905926465988,-1.31519985198975,2018,154404.3292675
North Macedonia,Ukraine,-0.211905926465988,-1.87217938899994,2018,1579.9976407
North Macedonia,United States,-0.211905926465988,0.38623908162117,2018,10852178.0709053
Norway,Argentina,1.12084853649139,0.0069098123349249,2018,161.5739318
Norway,Australia,1.12084853649139,0.971185445785522,2018,23799.9385182
Norway,Brazil,1.12084853649139,-0.459598511457443,2018,11028.4660313
Norway,Canada,1.12084853649139,0.963971078395844,2018,166827.5438057
Norway,China,1.12084853649139,-0.298572480678558,2018,25957324.316016
Norway,Colombia,1.12084853649139,-0.806941986083984,2018,673.9624962
Norway,Costa Rica,1.12084853649139,0.453386008739471,2018,67535.8130956
Norway,Dominican Republic,1.12084853649139,0.012300387956202,2018,3146.0190593
Norway,European Union,1.12084853649139,0.6637275411407308,2018,60147977.4976944
Norway,Honduras,1.12084853649139,-0.531820952892303,2018,291.546265
Norway,Hong Kong,1.12084853649139,0.776628255844116,2018,287779.52659090003
Norway,Iceland,1.12084853649139,1.39481735229492,2018,30637.4423609
Norway,India,1.12084853649139,-0.997706770896912,2018,230845.0046113
Norway,Indonesia,1.12084853649139,-0.552034020423889,2018,143475.4380572
Norway,Israel,1.12084853649139,-0.918100237846375,2018,215586.9658775
Norway,Japan,1.12084853649139,1.03756272792816,2018,3976190.5932985004
Norway,Malaysia,1.12084853649139,0.248113676905632,2018,12212920.8730402
Norway,Mali,1.12084853649139,-2.0845730304718,2018,4802.7051952
Norway,Mexico,1.12084853649139,-0.673847019672394,2018,1071925.2382417
Norway,Morocco,1.12084853649139,-0.3484927713871,2018,262271.011374
Norway,New Zealand,1.12084853649139,1.51216292381287,2018,68635.720873
Norway,Pakistan,1.12084853649139,-2.25401329994202,2018,327.69751
Norway,Panama,1.12084853649139,0.252161979675293,2018,218.383031
Norway,Philippines,1.12084853649139,-1.09620380401611,2018,4851859.3298493
Norway,Senegal,1.12084853649139,-0.107357509434223,2018,2240.3934829
Norway,Singapore,1.12084853649139,1.46825659275055,2018,1153388.3799569001
Norway,South Africa,1.12084853649139,-0.237546816468239,2018,12388.8103289
Norway,South Korea,1.12084853649139,0.638123750686646,2018,22485415.9237628
Norway,Sri Lanka,1.12084853649139,-0.139304608106613,2018,349.0931448
Norway,Switzerland,1.12084853649139,1.3194819688797,2018,4016257.731325
Norway,Taiwan,1.12084853649139,0.842051267623901,2018,30765587.8266216
Norway,Thailand,1.12084853649139,-0.799416124820709,2018,3943658.2846604
Norway,Turkey,1.12084853649139,-1.31519985198975,2018,25379.0347371
Norway,Ukraine,1.12084853649139,-1.87217938899994,2018,6299.169997
Norway,United Arab Emirates,1.12084853649139,0.689255595207214,2018,631.4171534
Norway,United States,1.12084853649139,0.38623908162117,2018,13723713.4952354
Pakistan,Australia,-2.25401329994202,0.971185445785522,2018,68121.50099999999
Pakistan,Belize,-2.25401329994202,-0.0021232196595519,2018,3030.6394
Pakistan,Brazil,-2.25401329994202,-0.459598511457443,2018,105135.1447
Pakistan,Canada,-2.25401329994202,0.963971078395844,2018,14940.7563
Pakistan,Chile,-2.25401329994202,0.412769764661789,2018,1451.8952
Pakistan,China,-2.25401329994202,-0.298572480678558,2018,372321533.4481
Pakistan,Costa Rica,-2.25401329994202,0.453386008739471,2018,29506.7937
Pakistan,European Union,-2.25401329994202,0.6637275411407308,2018,3264944.6079
Pakistan,Hong Kong,-2.25401329994202,0.776628255844116,2018,1589669.1035
Pakistan,India,-2.25401329994202,-0.997706770896912,2018,189315.5476
Pakistan,Indonesia,-2.25401329994202,-0.552034020423889,2018,89239.4935
Pakistan,Japan,-2.25401329994202,1.03756272792816,2018,1216640.5107
Pakistan,Malaysia,-2.25401329994202,0.248113676905632,2018,6157936.7191
Pakistan,Mexico,-2.25401329994202,-0.673847019672394,2018,245698.6502
Pakistan,Morocco,-2.25401329994202,-0.3484927713871,2018,7139.7742
Pakistan,New Zealand,-2.25401329994202,1.51216292381287,2018,5895.982999999999
Pakistan,Paraguay,-2.25401329994202,-0.0867110788822174,2018,69.596
Pakistan,Philippines,-2.25401329994202,-1.09620380401611,2018,20209.3276
Pakistan,Seychelles,-2.25401329994202,0.673994183540344,2018,19471.2766
Pakistan,Singapore,-2.25401329994202,1.46825659275055,2018,1043846.006
Pakistan,South Africa,-2.25401329994202,-0.237546816468239,2018,2362.8026
Pakistan,South Korea,-2.25401329994202,0.638123750686646,2018,5172300.5944
Pakistan,Swaziland,-2.25401329994202,-0.377749621868134,2018,12776.1057
Pakistan,Switzerland,-2.25401329994202,1.3194819688797,2018,82124.9161
Pakistan,Taiwan,-2.25401329994202,0.842051267623901,2018,4258890.2909
Pakistan,Thailand,-2.25401329994202,-0.799416124820709,2018,1571040.2022
Pakistan,Turkey,-2.25401329994202,-1.31519985198975,2018,105374.9339
Pakistan,United Arab Emirates,-2.25401329994202,0.689255595207214,2018,2875694.5302
Pakistan,United States,-2.25401329994202,0.38623908162117,2018,5366247.4816000005
Panama,Argentina,0.252161979675293,0.0069098123349249,2018,2251.0
Panama,Australia,0.252161979675293,0.971185445785522,2018,325.0
Panama,Brazil,0.252161979675293,-0.459598511457443,2018,42686.0
Panama,Canada,0.252161979675293,0.963971078395844,2018,141466.0
Panama,Chile,0.252161979675293,0.412769764661789,2018,2351.0
Panama,China,0.252161979675293,-0.298572480678558,2018,17447702.0
Panama,Colombia,0.252161979675293,-0.806941986083984,2018,63651.0
Panama,Costa Rica,0.252161979675293,0.453386008739471,2018,32604.0
Panama,Dominican Republic,0.252161979675293,0.012300387956202,2018,3548.0
Panama,European Union,0.252161979675293,0.6637275411407308,2018,1067192.0
Panama,Guatemala,0.252161979675293,-0.538147449493408,2018,2293.0
Panama,Honduras,0.252161979675293,-0.531820952892303,2018,101.0
Panama,Hong Kong,0.252161979675293,0.776628255844116,2018,419419.0
Panama,India,0.252161979675293,-0.997706770896912,2018,1583.0
Panama,Indonesia,0.252161979675293,-0.552034020423889,2018,3976.0
Panama,Israel,0.252161979675293,-0.918100237846375,2018,38396.0
Panama,Japan,0.252161979675293,1.03756272792816,2018,29547.0
Panama,Malaysia,0.252161979675293,0.248113676905632,2018,89433.0
Panama,Mexico,0.252161979675293,-0.673847019672394,2018,244196.0
Panama,New Zealand,0.252161979675293,1.51216292381287,2018,3747.0
Panama,Nicaragua,0.252161979675293,-0.950928032398224,2018,1921.0
Panama,Peru,0.252161979675293,-0.276880770921707,2018,328.0
Panama,Singapore,0.252161979675293,1.46825659275055,2018,162532.0
Panama,South Africa,0.252161979675293,-0.237546816468239,2018,33033.0
Panama,South Korea,0.252161979675293,0.638123750686646,2018,25538.0
Panama,Switzerland,0.252161979675293,1.3194819688797,2018,21256.0
Panama,Taiwan,0.252161979675293,0.842051267623901,2018,76463.0
Panama,Thailand,0.252161979675293,-0.799416124820709,2018,12252.0
Panama,United Arab Emirates,0.252161979675293,0.689255595207214,2018,3716.0
Panama,United States,0.252161979675293,0.38623908162117,2018,2652667.0
Panama,Uruguay,0.252161979675293,1.02414608001709,2018,2873.0
Peru,Argentina,-0.276880770921707,0.0069098123349249,2018,10803.627
Peru,Australia,-0.276880770921707,0.971185445785522,2018,36470.532999999996
Peru,Bolivia,-0.276880770921707,-0.286620706319809,2018,90.765
Peru,Brazil,-0.276880770921707,-0.459598511457443,2018,530998.361
Peru,Canada,-0.276880770921707,0.963971078395844,2018,203503.59
Peru,Chile,-0.276880770921707,0.412769764661789,2018,32513.284
Peru,China,-0.276880770921707,-0.298572480678558,2018,36173675.416
Peru,Colombia,-0.276880770921707,-0.806941986083984,2018,155547.759
Peru,Costa Rica,-0.276880770921707,0.453386008739471,2018,84426.708
Peru,Dominican Republic,-0.276880770921707,0.012300387956202,2018,13247.63
Peru,European Union,-0.276880770921707,0.6637275411407308,2018,2572089.3
Peru,Georgia,-0.276880770921707,-0.447562873363495,2018,2308.317
Peru,Guatemala,-0.276880770921707,-0.538147449493408,2018,1179.994
Peru,Hong Kong,-0.276880770921707,0.776628255844116,2018,9240.002
Peru,India,-0.276880770921707,-0.997706770896912,2018,85805.56499999999
Peru,Indonesia,-0.276880770921707,-0.552034020423889,2018,25587.307
Peru,Israel,-0.276880770921707,-0.918100237846375,2018,405561.33900000004
Peru,Japan,-0.276880770921707,1.03756272792816,2018,341797.099
Peru,Laos,-0.276880770921707,0.407969743013382,2018,387.349
Peru,Malaysia,-0.276880770921707,0.248113676905632,2018,5233068.983
Peru,Mexico,-0.276880770921707,-0.673847019672394,2018,540928.81
Peru,Morocco,-0.276880770921707,-0.3484927713871,2018,10715.909
Peru,New Zealand,-0.276880770921707,1.51216292381287,2018,771.8910000000001
Peru,Norway,-0.276880770921707,1.12084853649139,2018,63838.798
Peru,Panama,-0.276880770921707,0.252161979675293,2018,6695.603
Peru,Philippines,-0.276880770921707,-1.09620380401611,2018,156675.943
Peru,Singapore,-0.276880770921707,1.46825659275055,2018,19545.287
Peru,South Africa,-0.276880770921707,-0.237546816468239,2018,6299.99
Peru,South Korea,-0.276880770921707,0.638123750686646,2018,47395.862
Peru,Switzerland,-0.276880770921707,1.3194819688797,2018,302630.56799999997
Peru,Taiwan,-0.276880770921707,0.842051267623901,2018,116053.76699999999
Peru,Thailand,-0.276880770921707,-0.799416124820709,2018,124629.876
Peru,Turkey,-0.276880770921707,-1.31519985198975,2018,3760.466
Peru,United Arab Emirates,-0.276880770921707,0.689255595207214,2018,339.8
Peru,United States,-0.276880770921707,0.38623908162117,2018,2415125.057
Philippines,Albania,-1.09620380401611,0.366779267787933,2018,22640.0
Philippines,Argentina,-1.09620380401611,0.0069098123349249,2018,8447.0
Philippines,Australia,-1.09620380401611,0.971185445785522,2018,18765693.0
Philippines,Bahrain,-1.09620380401611,-0.846294164657593,2018,1033.0
Philippines,Bolivia,-1.09620380401611,-0.286620706319809,2018,154133.0
Philippines,Brazil,-1.09620380401611,-0.459598511457443,2018,13667941.0
Philippines,Brunei,-1.09620380401611,1.23603785037994,2018,9922.0
Philippines,Cambodia,-1.09620380401611,0.110921673476696,2018,4460210.0
Philippines,Cameroon,-1.09620380401611,-1.40180146694183,2018,40254.0
Philippines,Canada,-1.09620380401611,0.963971078395844,2018,4581712.0
Philippines,Chile,-1.09620380401611,0.412769764661789,2018,1997.0
Philippines,China,-1.09620380401611,-0.298572480678558,2018,1589159987.0
Philippines,Costa Rica,-1.09620380401611,0.453386008739471,2018,134997.0
Philippines,Cuba,-1.09620380401611,0.640602827072144,2018,1670.0
Philippines,Dominican Republic,-1.09620380401611,0.012300387956202,2018,2347.0
Philippines,Ecuador,-1.09620380401611,-0.0947211682796478,2018,45.0
Philippines,Egypt,-1.09620380401611,-1.18812155723572,2018,14122.0
Philippines,El Salvador,-1.09620380401611,-0.389159649610519,2018,39135.0
Philippines,European Union,-1.09620380401611,0.6637275411407308,2018,1060533759.0
Philippines,Georgia,-1.09620380401611,-0.447562873363495,2018,26350.0
Philippines,Hong Kong,-1.09620380401611,0.776628255844116,2018,375072693.0
Philippines,India,-1.09620380401611,-0.997706770896912,2018,3920418.0
Philippines,Indonesia,-1.09620380401611,-0.552034020423889,2018,3877770.0
Philippines,Israel,-1.09620380401611,-0.918100237846375,2018,64917019.0
Philippines,Japan,-1.09620380401611,1.03756272792816,2018,1573625773.0
Philippines,Jordan,-1.09620380401611,-0.379854559898376,2018,736.0
Philippines,Laos,-1.09620380401611,0.407969743013382,2018,60017.0
Philippines,Macau,-1.09620380401611,1.22980165481567,2018,22468876.0
Philippines,Malaysia,-1.09620380401611,0.248113676905632,2018,524188396.0
Philippines,Maldives,-1.09620380401611,0.0830787196755409,2018,16317.0
Philippines,Mexico,-1.09620380401611,-0.673847019672394,2018,6514825.0
Philippines,Morocco,-1.09620380401611,-0.3484927713871,2018,297041.0
Philippines,Myanmar,-1.09620380401611,-1.26697564125061,2018,981.0
Philippines,New Zealand,-1.09620380401611,1.51216292381287,2018,1633609.0
Philippines,Niger,-1.09620380401611,-1.35827600955963,2018,22701.0
Philippines,Norway,-1.09620380401611,1.12084853649139,2018,3672715.0
Philippines,Pakistan,-1.09620380401611,-2.25401329994202,2018,45429.0
Philippines,Panama,-1.09620380401611,0.252161979675293,2018,2387.0
Philippines,Qatar,-1.09620380401611,0.649448752403259,2018,47799.0
Philippines,Seychelles,-1.09620380401611,0.673994183540344,2018,3640.0
Philippines,Singapore,-1.09620380401611,1.46825659275055,2018,1183446538.0
Philippines,South Africa,-1.09620380401611,-0.237546816468239,2018,1417617.0
Philippines,South Korea,-1.09620380401611,0.638123750686646,2018,5572341860.0
Philippines,Sri Lanka,-1.09620380401611,-0.139304608106613,2018,716396.0
Philippines,Switzerland,-1.09620380401611,1.3194819688797,2018,26276535.0
Philippines,Taiwan,-1.09620380401611,0.842051267623901,2018,3389598277.0
Philippines,Thailand,-1.09620380401611,-0.799416124820709,2018,476837565.0
Philippines,Turkey,-1.09620380401611,-1.31519985198975,2018,397560.0
Philippines,Uganda,-1.09620380401611,-0.701696455478668,2018,137.0
Philippines,Ukraine,-1.09620380401611,-1.87217938899994,2018,177904.0
Philippines,United Arab Emirates,-1.09620380401611,0.689255595207214,2018,231326.0
Philippines,United States,-1.09620380401611,0.38623908162117,2018,2287238224.0
Rwanda,Australia,0.101752020418644,0.971185445785522,2018,281.0302
Rwanda,Cameroon,0.101752020418644,-1.40180146694183,2018,125.7619
Rwanda,China,0.101752020418644,-0.298572480678558,2018,3699585.0382000003
Rwanda,Egypt,0.101752020418644,-1.18812155723572,2018,70.7838
Rwanda,European Union,0.101752020418644,0.6637275411407308,2018,1122932.2843
Rwanda,Hong Kong,0.101752020418644,0.776628255844116,2018,787031.4772
Rwanda,India,0.101752020418644,-0.997706770896912,2018,300607.72609999997
Rwanda,Malaysia,0.101752020418644,0.248113676905632,2018,164860.47950000002
Rwanda,Mauritius,0.101752020418644,0.859585344791412,2018,394667.01879999996
Rwanda,Morocco,0.101752020418644,-0.3484927713871,2018,516.941
Rwanda,South Africa,0.101752020418644,-0.237546816468239,2018,10817.859400000001
Rwanda,South Korea,0.101752020418644,0.638123750686646,2018,554.0722999999999
Rwanda,Switzerland,0.101752020418644,1.3194819688797,2018,17216.474299999998
Rwanda,Tanzania,0.101752020418644,-0.580475687980652,2018,808361.7802
Rwanda,Thailand,0.101752020418644,-0.799416124820709,2018,96266.1203
Rwanda,Turkey,0.101752020418644,-1.31519985198975,2018,1336.6637
Rwanda,Uganda,0.101752020418644,-0.701696455478668,2018,24262.838799999998
Rwanda,United Arab Emirates,0.101752020418644,0.689255595207214,2018,56431.205400000006
Rwanda,United States,0.101752020418644,0.38623908162117,2018,32985.4528
Samoa,Australia,1.13375163078308,0.971185445785522,2018,483425.5787887
Samoa,China,1.13375163078308,-0.298572480678558,2018,497612.95559070003
Samoa,European Union,1.13375163078308,0.6637275411407308,2018,1649.2096007000002
Samoa,Hong Kong,1.13375163078308,0.776628255844116,2018,1677.0378387
Samoa,Malaysia,1.13375163078308,0.248113676905632,2018,35564.1015731
Samoa,New Zealand,1.13375163078308,1.51216292381287,2018,36416.7278629
Samoa,Singapore,1.13375163078308,1.46825659275055,2018,8874.8888803
Samoa,Taiwan,1.13375163078308,0.842051267623901,2018,78.8466741
Samoa,United States,1.13375163078308,0.38623908162117,2018,2615.8543655
Saudi Arabia,Australia,-0.660987615585327,0.971185445785522,2018,472325.3333334
Saudi Arabia,Bahrain,-0.660987615585327,-0.846294164657593,2018,91442.93333330001
Saudi Arabia,Canada,-0.660987615585327,0.963971078395844,2018,1049221.3333333
Saudi Arabia,China,-0.660987615585327,-0.298572480678558,2018,33173094.4
Saudi Arabia,Costa Rica,-0.660987615585327,0.453386008739471,2018,125060.8
Saudi Arabia,Egypt,-0.660987615585327,-1.18812155723572,2018,11035.7333334
Saudi Arabia,European Union,-0.660987615585327,0.6637275411407308,2018,22956308.0
Saudi Arabia,Hong Kong,-0.660987615585327,0.776628255844116,2018,545267.7333333
Saudi Arabia,India,-0.660987615585327,-0.997706770896912,2018,1290936.2666666
Saudi Arabia,Indonesia,-0.660987615585327,-0.552034020423889,2018,18619.2
Saudi Arabia,Japan,-0.660987615585327,1.03756272792816,2018,7596069.8666666
Saudi Arabia,Jordan,-0.660987615585327,-0.379854559898376,2018,228576.2666666
Saudi Arabia,Malaysia,-0.660987615585327,0.248113676905632,2018,2332167.1999999997
Saudi Arabia,Mexico,-0.660987615585327,-0.673847019672394,2018,221960.2666667
Saudi Arabia,Morocco,-0.660987615585327,-0.3484927713871,2018,11535.4666667
Saudi Arabia,New Zealand,-0.660987615585327,1.51216292381287,2018,19884.8
Saudi Arabia,Niger,-0.660987615585327,-1.35827600955963,2018,4827.7333333
Saudi Arabia,Norway,-0.660987615585327,1.12084853649139,2018,130929.0666666
Saudi Arabia,Philippines,-0.660987615585327,-1.09620380401611,2018,42385.0666666
Saudi Arabia,Singapore,-0.660987615585327,1.46825659275055,2018,5475436.0
Saudi Arabia,South Africa,-0.660987615585327,-0.237546816468239,2018,275360.2666667
Saudi Arabia,South Korea,-0.660987615585327,0.638123750686646,2018,5616672.5333333
Saudi Arabia,Switzerland,-0.660987615585327,1.3194819688797,2018,1812866.1333332
Saudi Arabia,Taiwan,-0.660987615585327,0.842051267623901,2018,3253943.4666665997
Saudi Arabia,Thailand,-0.660987615585327,-0.799416124820709,2018,350501.60000000003
Saudi Arabia,Turkey,-0.660987615585327,-1.31519985198975,2018,744906.1333333
Saudi Arabia,United Arab Emirates,-0.660987615585327,0.689255595207214,2018,3184119.2000001
Saudi Arabia,United States,-0.660987615585327,0.38623908162117,2018,12346888.0
Senegal,Albania,-0.107357509434223,0.366779267787933,2018,47920.6314199
Senegal,Australia,-0.107357509434223,0.971185445785522,2018,22329.2252269
Senegal,Burkina Faso,-0.107357509434223,-1.06026446819305,2018,534.7049626
Senegal,China,-0.107357509434223,-0.298572480678558,2018,12959208.548438001
Senegal,Costa Rica,-0.107357509434223,0.453386008739471,2018,707.0239888
Senegal,Dominican Republic,-0.107357509434223,0.012300387956202,2018,661.33462
Senegal,European Union,-0.107357509434223,0.6637275411407308,2018,1822839.8198563
Senegal,Ghana,-0.107357509434223,-0.0366430282592773,2018,514.6310221
Senegal,Hong Kong,-0.107357509434223,0.776628255844116,2018,13095.8823217
Senegal,India,-0.107357509434223,-0.997706770896912,2018,32800.725182400005
Senegal,Ivory Coast,-0.107357509434223,-0.89799964427948,2018,262.9182108
Senegal,Japan,-0.107357509434223,1.03756272792816,2018,22781.1499398
Senegal,Malaysia,-0.107357509434223,0.248113676905632,2018,1368.7132784
Senegal,Mali,-0.107357509434223,-2.0845730304718,2018,2320.565527
Senegal,Saudi Arabia,-0.107357509434223,-0.660987615585327,2018,182.282182
Senegal,South Africa,-0.107357509434223,-0.237546816468239,2018,24095.4943455
Senegal,South Korea,-0.107357509434223,0.638123750686646,2018,245212.88368909998
Senegal,Switzerland,-0.107357509434223,1.3194819688797,2018,76224.106192
Senegal,Thailand,-0.107357509434223,-0.799416124820709,2018,9383.0981022
Senegal,Turkey,-0.107357509434223,-1.31519985198975,2018,98690.57776049999
Senegal,United Arab Emirates,-0.107357509434223,0.689255595207214,2018,109059.8662519
Senegal,United States,-0.107357509434223,0.38623908162117,2018,203692.5194416
Seychelles,Australia,0.673994183540344,0.971185445785522,2018,5739.2703917
Seychelles,Bahrain,0.673994183540344,-0.846294164657593,2018,394.5786762
Seychelles,Canada,0.673994183540344,0.963971078395844,2018,1454.0033329999999
Seychelles,China,0.673994183540344,-0.298572480678558,2018,35821.386732599996
Seychelles,Ecuador,0.673994183540344,-0.0947211682796478,2018,205.8490392
Seychelles,European Union,0.673994183540344,0.6637275411407308,2018,233685.15971039998
Seychelles,Hong Kong,0.673994183540344,0.776628255844116,2018,23020.0923242
Seychelles,India,0.673994183540344,-0.997706770896912,2018,626854.4566876
Seychelles,Indonesia,0.673994183540344,-0.552034020423889,2018,713.7493156
Seychelles,Japan,0.673994183540344,1.03756272792816,2018,967.4830801
Seychelles,Malaysia,0.673994183540344,0.248113676905632,2018,349.95465260000003
Seychelles,Mauritius,0.673994183540344,0.859585344791412,2018,12561.2791688
Seychelles,Singapore,0.673994183540344,1.46825659275055,2018,10718.2028281
Seychelles,South Africa,0.673994183540344,-0.237546816468239,2018,64144.726939
Seychelles,Sri Lanka,0.673994183540344,-0.139304608106613,2018,26.8555005
Seychelles,Swaziland,0.673994183540344,-0.377749621868134,2018,1196.6192506
Seychelles,Switzerland,0.673994183540344,1.3194819688797,2018,5895.1248821
Seychelles,Thailand,0.673994183540344,-0.799416124820709,2018,215.34935480000001
Seychelles,Ukraine,0.673994183540344,-1.87217938899994,2018,610.8970404
Seychelles,United Arab Emirates,0.673994183540344,0.689255595207214,2018,82742.9377224
Seychelles,United States,0.673994183540344,0.38623908162117,2018,23628.778183399998
Singapore,Armenia,1.46825659275055,-0.451066911220551,2018,6501.875064
Singapore,Australia,1.46825659275055,0.971185445785522,2018,60561741.232153095
Singapore,Belize,1.46825659275055,-0.0021232196595519,2018,94.8962381
Singapore,Benin,1.46825659275055,-0.146990418434143,2018,105629.8922889
Singapore,Bolivia,1.46825659275055,-0.286620706319809,2018,48791.4939241
Singapore,Brazil,1.46825659275055,-0.459598511457443,2018,486151.9450674
Singapore,Brunei,1.46825659275055,1.23603785037994,2018,2883.9559861999996
Singapore,Cambodia,1.46825659275055,0.110921673476696,2018,217.9647969
Singapore,Cameroon,1.46825659275055,-1.40180146694183,2018,32255.8244339
Singapore,Canada,1.46825659275055,0.963971078395844,2018,56095772.2845908
Singapore,Cape Verde,1.46825659275055,0.833261907100677,2018,7210.6313424
Singapore,Chile,1.46825659275055,0.412769764661789,2018,2221.1650732
Singapore,China,1.46825659275055,-0.298572480678558,2018,8167885119.16574
Singapore,Colombia,1.46825659275055,-0.806941986083984,2018,693.9287412
Singapore,Costa Rica,1.46825659275055,0.453386008739471,2018,4410232.2352115
Singapore,Dominican Republic,1.46825659275055,0.012300387956202,2018,171952.72482630002
Singapore,El Salvador,1.46825659275055,-0.389159649610519,2018,1472013.3938449
Singapore,European Union,1.46825659275055,0.6637275411407308,2018,3138653997.4079847
Singapore,Georgia,1.46825659275055,-0.447562873363495,2018,2351.6474005
Singapore,Honduras,1.46825659275055,-0.531820952892303,2018,61185.8322731
Singapore,Hong Kong,1.46825659275055,0.776628255844116,2018,244722451.1785489
Singapore,Iceland,1.46825659275055,1.39481735229492,2018,88085.208892
Singapore,India,1.46825659275055,-0.997706770896912,2018,25518399.8553034
Singapore,Indonesia,1.46825659275055,-0.552034020423889,2018,358682425.69644815
Singapore,Israel,1.46825659275055,-0.918100237846375,2018,49322128.480777204
Singapore,Ivory Coast,1.46825659275055,-0.89799964427948,2018,868829.1803785
Singapore,Japan,1.46825659275055,1.03756272792816,2018,4012962224.868751
Singapore,Jordan,1.46825659275055,-0.379854559898376,2018,36766.3612515
Singapore,Kazakhstan,1.46825659275055,-0.0524022579193115,2018,32.6205818
Singapore,Laos,1.46825659275055,0.407969743013382,2018,344.74024
Singapore,Lesotho,1.46825659275055,-0.188606411218643,2018,78794.2740799
Singapore,Macau,1.46825659275055,1.22980165481567,2018,94976.3068077
Singapore,Malaysia,1.46825659275055,0.248113676905632,2018,11849965073.77317
Singapore,Maldives,1.46825659275055,0.0830787196755409,2018,174807.0257382
Singapore,Mali,1.46825659275055,-2.0845730304718,2018,1831.2008447
Singapore,Mauritania,1.46825659275055,-0.632382810115814,2018,157314.9800984
Singapore,Mauritius,1.46825659275055,0.859585344791412,2018,16990.8748823
Singapore,Mexico,1.46825659275055,-0.673847019672394,2018,133963280.806627
Singapore,Moldova,1.46825659275055,-0.402167946100235,2018,602.7393874
Singapore,Mongolia,1.46825659275055,0.83126026391983,2018,391.4469822
Singapore,Montenegro,1.46825659275055,0.0376955643296242,2018,17586.9418779
Singapore,Morocco,1.46825659275055,-0.3484927713871,2018,120419425.0324861
Singapore,Mozambique,1.46825659275055,-0.833229660987854,2018,92762.5555031
Singapore,Myanmar,1.46825659275055,-1.26697564125061,2018,14353.0560136
Singapore,Namibia,1.46825659275055,0.685118496417999,2018,673616.49794
Singapore,New Zealand,1.46825659275055,1.51216292381287,2018,833060.7123808999
Singapore,Nigeria,1.46825659275055,-2.09752702713013,2018,227558.9548495
Singapore,North Macedonia,1.46825659275055,-0.211905926465988,2018,11079.1357989
