typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,36,,,M,,620,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,17670.0,17670.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,682,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1046.0,1046.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,694,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,2648.0,2648.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,842,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,6952293.0,6952293.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,882,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,2418.0,2418.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,0,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,647161252.0,647161252.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,242,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,13257.0,13257.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,246,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,330643.0,330643.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,442,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,4467.0,4467.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,446,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,2109.0,2109.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,458,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,158566.0,158566.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,480,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,2775.0,2775.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,484,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,815265.0,815265.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,699,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,666668.0,666668.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,702,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,6978541.0,6978541.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,36,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1241140.0,1241140.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,251,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,6964511.0,6964511.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,258,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1221.0,1221.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,276,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,7194345.0,7194345.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,300,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,8064.0,8064.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,490,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5010077.0,5010077.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,704,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,416358.0,416358.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,705,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,29252.0,29252.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,76,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,7207.0,7207.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,100,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,7216.0,7216.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,116,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,14562.0,14562.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,120,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1520.0,1520.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,124,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,62068.0,62068.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,352,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,10474.0,10474.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,360,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,152629.0,152629.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,364,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,2066.0,2066.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,372,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,31419.0,31419.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,554,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,766394.0,766394.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,579,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,18753.0,18753.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,586,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,4606.0,4606.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,598,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1565.0,1565.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,764,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,4587389.0,4587389.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,784,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,19868.0,19868.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,788,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,10376.0,10376.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,40,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,892413.0,892413.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,50,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1018.0,1018.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,56,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,286206.0,286206.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,324,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5222.0,5222.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,344,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,24766276.0,24766276.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,348,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,15150.0,15150.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,528,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1264324.0,1264324.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,710,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,233398.0,233398.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,716,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,982.0,982.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,724,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,221253.0,221253.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,748,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,23942.0,23942.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,752,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1277139.0,1277139.0,0,True,False
C,A,20150101,2015,52,2015,36,,,M,,757,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,366632603.0,366632603.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,124,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,168461.0,168461.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,156,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,109033333.0,109033333.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,170,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,856.0,856.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,442,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,2065.0,2065.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,458,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,73861.0,73861.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,480,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,991.0,991.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,484,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,690772.0,690772.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,757,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,341071898.0,341071898.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,764,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5704192.0,5704192.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,784,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,62720.0,62720.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,788,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,13135.0,13135.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,792,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,6451.0,6451.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,196,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,17613.0,17613.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,203,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,32537.0,32537.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,208,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,76771.0,76771.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,490,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5489072.0,5489072.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,528,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,975761.0,975761.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,540,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,53574.0,53574.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,804,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1319.0,1319.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,826,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,3218154.0,3218154.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,842,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5578558.0,5578558.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,242,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,23084.0,23084.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,246,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,266203.0,266203.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,251,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,3367354.0,3367354.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,268,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,900.0,900.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,276,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,8810916.0,8810916.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,554,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1132521.0,1132521.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,579,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,13007.0,13007.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,586,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1240.0,1240.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,604,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1151.0,1151.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,882,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,763.0,763.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,0,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,529698171.0,529698171.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,292,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5453.0,5453.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,300,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,4074.0,4074.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,344,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,20763276.0,20763276.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,348,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,15967.0,15967.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,352,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,13192.0,13192.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,608,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1565546.0,1565546.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,616,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,13473.0,13473.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,620,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,18406.0,18406.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,682,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,6224.0,6224.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,36,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1029812.0,1029812.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,40,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,758811.0,758811.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,50,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,786.0,786.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,360,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,112773.0,112773.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,364,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,795.0,795.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,372,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,9854.0,9854.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,376,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,437582.0,437582.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,380,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1597485.0,1597485.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,699,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,456329.0,456329.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,702,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5126669.0,5126669.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,56,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,129898.0,129898.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,76,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,5213.0,5213.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,96,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1055.0,1055.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,100,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1164.0,1164.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,116,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,22437.0,22437.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,392,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,9230529.0,9230529.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,410,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,187245.0,187245.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,422,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,12119.0,12119.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,428,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,7477.0,7477.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,440,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,19290.0,19290.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,704,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,1457395.0,1457395.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,705,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,91550.0,91550.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,710,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,205852.0,205852.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,724,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,191077.0,191077.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,748,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,13558.0,13558.0,0,True,False
C,A,20160101,2016,52,2016,36,,,M,,752,,,0,,,H4,HS,True,91,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,,296573.0,296573.0,0,True,False
C,A,20170101,2017,52,2017,36,,,M,,410,,,0,,,H5,HS,True,91,,,,C00,,0,9200,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,1035.228,990.219,1035.228,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,0,,,0,,,H5,HS,True,91,,,,C00,,0,9200,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,490192.65,470877.101,490192.65,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,124,,,0,,,H5,HS,True,91,,,,C00,,0,9200,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,973.411,973.411,973.411,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,36,,,0,,,H5,HS,True,91,,,,C00,,0,9200,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,2620.102,2535.88,2620.102,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,251,,,0,,,H5,HS,True,91,,,,C00,,0,9200,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,2350.459,2246.124,2350.459,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,203,,,0,,,H5,HS,True,91,,,,C00,,0,2100,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,12215.479,11077.657,12215.479,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,116,,,0,,,H5,HS,True,91,,,,C00,,0,2100,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,49383.384,49263.138,49383.384,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,360,,,0,,,H5,HS,True,91,,,,C00,,0,2100,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,5058.188,4830.671,5058.188,0,False,True
C,A,20170101,2017,52,2017,36,,,M,,705,,,0,,,H5,HS,True,91,,,,C00,,0,2100,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,46520.253,44519.749,46520.253,0,False,True
